OG	correlation_coeff	p-value	sig_after_multiple_testing
N0.HOG0000735	-0.5744317040374439	0.050765334660570934	n
N0.HOG0017619	0.1885295837911297	0.5573365380454538	n
N0.HOG0001474	-0.29186115364847715	0.3573204374373701	n
N0.HOG0000136	0.07091428421782556	0.8266492425061424	n
N0.HOG0001561	0.570436680315239	0.05277409602042297	n
N0.HOG0002320	0.4436729735785192	0.14852484474790698	n
N0.HOG0001891	0.35592823615667946	0.25616023692406037	n
N0.HOG0000017	-0.41958041958041964	0.1745190081300594	n
N0.HOG0000164	0.39860139860139865	0.19933549461780897	n
N0.HOG0002273	-0.3480546162297779	0.2675756659285516	n
N0.HOG0000411	0.0	1.0	n
N0.HOG0000140	0.2447552447552448	0.4432619364501832	n
N0.HOG0019708	0.1885295837911297	0.5573365380454538	n
N0.HOG0000037	-0.06993006993006995	0.8290236405313092	n
N0.HOG0001781	0.29071848436041375	0.3592928176714778	n
N0.HOG0000436	0.12363804643408091	0.7018512813204854	n
N0.HOG0000761	0.676263648697691	0.015752067028416923	n
N0.HOG0001398	-0.08756580854229329	0.7866940142086327	n
N0.HOG0003818	0.44846957755741607	0.14366512941483017	n
N0.HOG0000454	0.06293706293706294	0.8459309212287789	n
N0.HOG0000177	-0.2027972027972028	0.5273023541661082	n
N0.HOG0002681	-0.3426573426573427	0.27556745095678037	n
N0.HOG0000480	-0.007042428152039987	0.9826701704764307	n
N0.HOG0000826	0.39579745461116567	0.20280764325009978	n
N0.HOG0001310	-0.04195804195804196	0.8969858708195542	n
N0.HOG0006000	0.7285475270718802	0.00720175094976221	n
N0.HOG0000296	0.6433566433566434	0.024003191200713644	n
N0.HOG0001752	0.10507897025075195	0.7451766219125175	n
N0.HOG0000215	-0.04195804195804196	0.8969858708195542	n
N0.HOG0000746	-0.06762636486976908	0.834586391153786	n
N0.HOG0012941	0.02112728445611996	0.9480380045464691	n
N0.HOG0001280	0.3216783216783217	0.30790987618065263	n
N0.HOG0003749	0.1398601398601399	0.6646331617926677	n
N0.HOG0000023	-0.11188811188811189	0.729194990751066	n
N0.HOG0000376	-0.10450526095258503	0.746527481740289	n
N0.HOG0000268	0.14685314685314685	0.6487957097846664	n
N0.HOG0000075	0.2027972027972028	0.5273023541661082	n
N0.HOG0000087	0.3706293706293707	0.2356210035126457	n
N0.HOG0000119	0.04895104895104895	0.8799185788786749	n
N0.HOG0000713	-0.1958041958041958	0.5419358857313175	n
N0.HOG0000377	-0.16083916083916086	0.6175234895401425	n
N0.HOG0000135	0.4895104895104896	0.106252371759346	n
N0.HOG0000545	-0.1126788504326398	0.7273453279440116	n
N0.HOG0001403	-0.02112728445611996	0.9480380045464691	n
N0.HOG0000101	-0.07746670967243986	0.81087645719889	n
N0.HOG0003311	0.06293706293706294	0.8459309212287789	n
N0.HOG0010775	0.21355694169400766	0.5051242606511095	n
N0.HOG0000896	0.14685314685314685	0.6487957097846664	n
N0.HOG0000174	-0.2657342657342658	0.40383308831471165	n
N0.HOG0000471	-0.0979020979020979	0.762121655996299	n
N0.HOG0001504	0.11389703557013742	0.7244984151913487	n
N0.HOG0000808	-0.034965034965034975	0.9140933424107598	n
N0.HOG0000284	0.23240012901731957	0.4673126442064679	n
N0.HOG0001838	0.30986683868975945	0.3270050102150108	n
N0.HOG0001529	0.2027972027972028	0.5273023541661082	n
N0.HOG0001798	-0.1619758474969197	0.615006487406935	n
